condition,drugName,rating,usefulCount
Depression,Cymbalta,10,36
Birth Control,Copper,9,5
Birth Control,Ethinyl estradiol / norgestimate,7,12
Depression,Wellbutrin,10,62
Birth Control,Ethinyl estradiol / etonogestrel,9,0
"Diabetes, Type 2",Trulicity,2,0
Birth Control,Minastrin 24 Fe,7,1
Birth Control,Nexplanon,6,7
Birth Control,Nexplanon,9,13
Depression,Vilazodone,10,47
Birth Control,Seasonique,10,14
Depression,Effexor,1,37
Depression,L-methylfolate,10,57
Depression,Tramadol,10,128
"Diabetes, Type 2",Tradjenta,3,56
Depression,Vilazodone,10,71
Birth Control,Ethinyl estradiol / norethindrone,9,31
Depression,Viibryd,8,45
Birth Control,Copper,10,7
Birth Control,Implanon,10,0
Birth Control,Nexplanon,4,1
Birth Control,TriNessa,8,27
Birth Control,Etonogestrel,10,0
Birth Control,Reclipsen,10,4
Birth Control,Ethinyl estradiol / norethindrone,9,12
High Blood Pressure,Clonidine,1,55
Birth Control,Mirena,6,1
Birth Control,Depo-Provera,10,3
Birth Control,Levonorgestrel,1,17
Birth Control,Norethindrone,10,4
Birth Control,Copper,7,0
High Blood Pressure,Losartan,10,39
Depression,Seroquel XR,10,57
Depression,Sertraline,10,21
Birth Control,Ethinyl estradiol / norelgestromin,9,10
Birth Control,Ethinyl estradiol / levonorgestrel,3,2
Depression,Fluoxetine,8,13
High Blood Pressure,Bystolic,10,12
Birth Control,Lo Loestrin Fe,9,1
Birth Control,Ortho Evra,9,13
"Diabetes, Type 2",Liraglutide,5,23
High Blood Pressure,Lisinopril,4,71
Depression,Phenelzine,10,38
Depression,Wellbutrin XL,9,113
Birth Control,Skyla,8,3
Birth Control,Ethinyl estradiol / etonogestrel,3,22
Depression,Pristiq,2,2
Birth Control,Loestrin 24 Fe,7,1
Depression,Viibryd,9,66
Depression,Vilazodone,10,28
"Diabetes, Type 2",Tradjenta,9,26
Birth Control,Etonogestrel,9,6
Depression,Wellbutrin XL,9,29
Birth Control,Sprintec,10,24
Birth Control,Quasense,9,2
Birth Control,Ethinyl estradiol / levonorgestrel,10,1
Birth Control,Drospirenone / ethinyl estradiol,5,13
Birth Control,Ethinyl estradiol / norethindrone,8,13
"Diabetes, Type 2",Exenatide,8,15
Birth Control,Ethinyl estradiol / levonorgestrel,5,1
Birth Control,Ethinyl estradiol / levonorgestrel,5,8
Birth Control,Etonogestrel,8,4
Birth Control,Mirena,10,1
Birth Control,Levonorgestrel,8,5
Birth Control,Desogestrel / ethinyl estradiol,3,2
Birth Control,Mirena,10,2
Birth Control,Ortho Micronor,2,1
Depression,St. john's wort,8,50
Birth Control,Sprintec,9,0
"Diabetes, Type 2",Bydureon,7,30
"Diabetes, Type 2",Invokana,8,32
Depression,Trazodone,8,30
Birth Control,Ethinyl estradiol / norelgestromin,9,2
Depression,Desvenlafaxine,9,17
Birth Control,Implanon,8,3
Birth Control,Ethinyl estradiol / norgestimate,1,6
High Blood Pressure,Amlodipine,4,233
Birth Control,Ethinyl estradiol / norelgestromin,1,12
Depression,Escitalopram,9,3
"Diabetes, Type 2",Canagliflozin,1,13
Birth Control,NuvaRing,9,0
Depression,Mirtazapine,7,17
"Diabetes, Type 2",Byetta,7,15
Birth Control,Mirena,1,48
Depression,Desvenlafaxine,1,13
Birth Control,Microgestin Fe 1 / 20,2,10
Birth Control,NuvaRing,7,1
Birth Control,NuvaRing,9,6
Birth Control,Ethinyl estradiol / levonorgestrel,9,3
Depression,Fluoxetine,6,47
"Diabetes, Type 2",Tradjenta,1,20
Depression,Duloxetine,6,10
Birth Control,Lo Loestrin Fe,1,2
"Diabetes, Type 2",Liraglutide,3,9
Depression,Desvenlafaxine,10,24
Birth Control,Camrese,10,4
Birth Control,Sprintec,4,3
Birth Control,Desogestrel / ethinyl estradiol,4,4
Birth Control,Nexplanon,6,4
Depression,Lexapro,7,29
Depression,Venlafaxine,1,26
Birth Control,Jolivette,1,7
Birth Control,Implanon,3,6
Birth Control,Etonogestrel,8,3
"Diabetes, Type 2",Victoza,1,5
"Diabetes, Type 2",Dulaglutide,2,12
"Diabetes, Type 2",Liraglutide,1,12
"Diabetes, Type 2",Victoza,1,32
Birth Control,Ethinyl estradiol / levonorgestrel,9,10
Depression,Paroxetine,1,3
Birth Control,Desogestrel / ethinyl estradiol,10,19
Depression,Vortioxetine,9,100
Birth Control,Lo Loestrin Fe,9,6
High Blood Pressure,Losartan,1,21
Birth Control,Kyleena,10,4
Depression,Vilazodone,8,15
Depression,Viibryd,10,65
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Lo Loestrin Fe,1,7
Depression,Zoloft,10,115
Depression,Vilazodone,8,47
Depression,Wellbutrin,7,35
Birth Control,Levonorgestrel,7,0
Birth Control,Ethinyl estradiol / norethindrone,1,5
Birth Control,Levonorgestrel,10,63
Birth Control,Etonogestrel,9,0
Birth Control,Aviane,3,9
Birth Control,Minastrin 24 Fe,5,1
Depression,Trintellix,8,18
Depression,Celexa,7,44
Birth Control,Nexplanon,3,4
Depression,Paxil,5,12
Depression,Aripiprazole,6,13
Birth Control,Ethinyl estradiol / norgestimate,9,17
Depression,Effexor XR,10,31
Depression,Fluoxetine,10,41
Birth Control,Ethinyl estradiol / levonorgestrel,9,7
Birth Control,Nexplanon,4,6
Depression,Abilify,9,100
Depression,Nuvigil,7,29
"Diabetes, Type 2",Metformin,10,21
High Blood Pressure,Toprol-XL,10,14
Depression,Quetiapine,9,29
Depression,Venlafaxine,2,14
Birth Control,Ethinyl estradiol / norgestimate,9,7
Depression,Bupropion,2,31
Birth Control,Nexplanon,9,1
Depression,Bupropion,10,215
Birth Control,Etonogestrel,9,5
Birth Control,Implanon,10,0
Birth Control,Ethinyl estradiol / etonogestrel,10,24
Birth Control,Levonorgestrel,5,19
Birth Control,Mirena,10,4
Birth Control,Tri-Lo-Sprintec,8,4
Birth Control,Ethinyl estradiol / norgestimate,7,12
Birth Control,Junel Fe 1 / 20,2,6
Birth Control,Etonogestrel,10,0
Birth Control,Ethinyl estradiol / etonogestrel,2,6
Birth Control,Etonogestrel,10,72
"Diabetes, Type 2",Dulaglutide,8,21
"Diabetes, Type 2",Victoza,10,45
Birth Control,Ethinyl estradiol / norethindrone,1,11
Birth Control,Ethinyl estradiol / norethindrone,1,5
Birth Control,Sprintec,1,6
Birth Control,Jolivette,6,24
"Diabetes, Type 2",Trulicity,7,14
Depression,Wellbutrin XL,6,53
Depression,Wellbutrin,2,25
Birth Control,Ethinyl estradiol / norgestimate,4,30
Birth Control,ParaGard,8,2
Birth Control,Desogestrel / ethinyl estradiol,7,2
Birth Control,Nexplanon,2,2
Birth Control,Levora,5,7
"Diabetes, Type 2",Exenatide,9,7
Birth Control,Implanon,10,1
"Diabetes, Type 2",Xigduo XR,8,2
Birth Control,Ethinyl estradiol / norethindrone,7,4
"Diabetes, Type 2",Bydureon,10,20
Birth Control,Ethinyl estradiol / etonogestrel,6,1
Birth Control,Depo-Provera,10,13
"Diabetes, Type 2",Bydureon,10,16
Birth Control,Depo-Provera,3,3
Birth Control,Ethinyl estradiol / norgestimate,5,2
Birth Control,Loestrin 24 Fe,9,7
Birth Control,NuvaRing,9,11
Birth Control,Liletta,7,7
Birth Control,Ortho Tri-Cyclen Lo,5,1
Depression,Zoloft,9,42
Depression,Lexapro,8,28
Birth Control,Ethinyl estradiol / norgestimate,2,28
Birth Control,Implanon,9,71
Birth Control,Levonorgestrel,6,1
Depression,Trintellix,5,33
High Blood Pressure,Carvedilol,8,24
Birth Control,Chateal,1,8
Depression,Bupropion,3,59
Birth Control,Yaz,2,4
High Blood Pressure,Lisinopril,9,44
Birth Control,Desogestrel / ethinyl estradiol,6,0
Birth Control,Mononessa,9,0
Birth Control,Ethinyl estradiol / norgestimate,1,3
Depression,Lamotrigine,10,112
Birth Control,Desogestrel / ethinyl estradiol,5,9
Birth Control,Nexplanon,1,5
Birth Control,Sprintec,9,16
Depression,Amitriptyline,10,73
Birth Control,Ethinyl estradiol / norgestimate,8,9
Depression,Wellbutrin,8,122
Birth Control,Nora-Be,8,15
Birth Control,Nexplanon,10,8
Birth Control,Desogestrel / ethinyl estradiol,10,11
Birth Control,Junel Fe 1 / 20,9,23
Depression,Desvenlafaxine,9,40
Birth Control,Ethinyl estradiol / norethindrone,9,4
Birth Control,Drospirenone / ethinyl estradiol,5,8
Birth Control,Chateal,5,15
"Diabetes, Type 2",Trulicity,6,12
Birth Control,Mirena,6,0
Birth Control,Junel Fe 1 / 20,5,2
Birth Control,Blisovi 24 Fe,1,4
Birth Control,Levonorgestrel,1,5
Depression,Pristiq,8,7
Birth Control,Ethinyl estradiol / norgestimate,5,1
Birth Control,Etonogestrel,5,0
Birth Control,Junel Fe 1 / 20,8,7
Birth Control,Norethindrone,6,14
Birth Control,Levonorgestrel,5,6
Birth Control,Implanon,7,14
High Blood Pressure,Inderal,1,42
Birth Control,Gildess Fe 1 / 20,3,18
Birth Control,Ethinyl estradiol / levonorgestrel,1,18
High Blood Pressure,Amlodipine / olmesartan,10,35
Birth Control,Ethinyl estradiol / norethindrone,5,20
Depression,Vilazodone,10,52
Birth Control,Nexplanon,3,7
Birth Control,Ethinyl estradiol / norgestimate,9,183
Birth Control,Etonogestrel,2,2
Birth Control,Copper,10,13
Depression,Celexa,1,30
Birth Control,Skyla,3,0
Birth Control,Implanon,7,1
Depression,Bupropion,9,25
Birth Control,Etonogestrel,5,4
Depression,Wellbutrin,10,249
Birth Control,Nexplanon,9,30
Birth Control,Ethinyl estradiol / norethindrone,10,2
Birth Control,Gianvi,8,1
Birth Control,Ethinyl estradiol / norgestimate,10,5
Birth Control,Desogestrel / ethinyl estradiol,8,8
Depression,Paroxetine,9,8
Birth Control,Nexplanon,3,3
Birth Control,Ashlyna,1,1
Depression,Lexapro,3,5
Birth Control,Nexplanon,2,5
"Diabetes, Type 2",Dulaglutide,1,27
Depression,Citalopram,8,16
Birth Control,Aubra,3,0
Depression,Citalopram,8,25
Birth Control,Desogestrel / ethinyl estradiol,1,12
Birth Control,Mirena,10,8
Birth Control,Levonorgestrel,6,5
Birth Control,TriNessa,1,0
Birth Control,Tri-Linyah,1,1
Depression,Desvenlafaxine,8,24
Birth Control,Ortho Evra,8,12
Birth Control,Ethinyl estradiol / norgestimate,4,16
Birth Control,Etonogestrel,10,4
Birth Control,Ethinyl estradiol / levonorgestrel,9,4
Birth Control,TriNessa,5,4
Birth Control,Ethinyl estradiol / levonorgestrel,4,4
Depression,Zoloft,2,37
Birth Control,Sprintec,7,4
Depression,Desvenlafaxine,1,10
Birth Control,Mirena,10,17
Birth Control,Drospirenone / ethinyl estradiol / levomefolate calcium,7,21
Birth Control,Nexplanon,2,2
Birth Control,Desogestrel / ethinyl estradiol,3,2
Birth Control,Mirena,9,0
Birth Control,Ethinyl estradiol / norgestimate,1,37
Birth Control,Ethinyl estradiol / levonorgestrel,4,3
Depression,Escitalopram,2,34
Birth Control,Nexplanon,5,10
Birth Control,Etonogestrel,3,7
Birth Control,Ethinyl estradiol / norgestimate,10,2
Birth Control,Ortho Tri-Cyclen Lo,8,81
Birth Control,Ethinyl estradiol / norethindrone,4,22
Depression,Vortioxetine,5,22
Birth Control,Ortho Evra,9,6
Birth Control,Implanon,9,4
High Blood Pressure,Amlodipine,1,61
"Diabetes, Type 2",Canagliflozin,10,69
Birth Control,Ethinyl estradiol / norethindrone,9,8
Birth Control,Ethinyl estradiol / norgestimate,3,5
Birth Control,Depo-Provera,10,5
Birth Control,Drospirenone / ethinyl estradiol,9,9
"Diabetes, Type 2",Liraglutide,9,4
Depression,Paxil CR,7,19
Birth Control,Etonogestrel,5,8
Depression,Vortioxetine,1,26
Birth Control,Lutera,7,29
Birth Control,Nexplanon,9,10
Birth Control,Camrese,6,0
Birth Control,Loestrin 24 Fe,8,0
Birth Control,Lo Loestrin Fe,1,2
Birth Control,Jolivette,5,23
Depression,Vilazodone,8,14
Birth Control,Ethinyl estradiol / norelgestromin,10,22
Depression,Quetiapine,5,37
Depression,Pristiq,6,11
Birth Control,ParaGard,10,18
Depression,Fluoxetine,8,41
High Blood Pressure,Tenormin,8,79
Depression,Celexa,2,13
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,Ethinyl estradiol / norgestimate,9,64
Birth Control,Levonorgestrel,9,2
Depression,Zoloft,6,86
Birth Control,Ethinyl estradiol / norethindrone,10,58
Birth Control,Nexplanon,3,2
Depression,Lexapro,8,21
Birth Control,TriNessa,2,3
High Blood Pressure,Altace,1,19
High Blood Pressure,Lisinopril,10,15
Depression,Trintellix,5,33
Depression,Duloxetine,4,8
Depression,Levomilnacipran,10,39
Birth Control,Sprintec,9,19
Birth Control,Implanon,7,0
Birth Control,Depo-Provera,1,26
Depression,Bupropion,7,55
"Diabetes, Type 2",Victoza,9,40
Birth Control,Etonogestrel,10,1
Birth Control,Ethinyl estradiol / norethindrone,1,2
Birth Control,Levonorgestrel,3,5
Birth Control,Etonogestrel,8,3
Birth Control,Liletta,5,1
Birth Control,Lo Loestrin Fe,1,0
Birth Control,Depo-Provera,7,24
Depression,Zoloft,10,40
Birth Control,Ethinyl estradiol / norethindrone,1,5
Birth Control,Nexplanon,6,1
Birth Control,Orsythia,1,5
Birth Control,Nexplanon,5,5
Depression,Desvenlafaxine,6,1
High Blood Pressure,Aliskiren / hydrochlorothiazide,9,6
Depression,Bupropion,1,14
Birth Control,Drospirenone / ethinyl estradiol,3,3
Birth Control,Copper,10,12
Birth Control,Ethinyl estradiol / norethindrone,7,10
Birth Control,ParaGard,3,3
Birth Control,Ortho Evra,8,1
Birth Control,Chateal,9,13
Birth Control,Nexplanon,5,2
Birth Control,Implanon,8,6
Birth Control,Ethinyl estradiol / norgestimate,7,0
Birth Control,Norethindrone,1,13
Birth Control,Copper,8,6
Birth Control,Implanon,10,5
Birth Control,Mirena,10,4
Birth Control,Etonogestrel,1,4
Birth Control,Levonorgestrel,2,5
"Diabetes, Type 2",Januvia,1,33
Birth Control,NuvaRing,6,3
Birth Control,Levonorgestrel,9,0
Depression,Venlafaxine,10,120
Birth Control,Zarah,9,5
Birth Control,Etonogestrel,1,6
Birth Control,Levonorgestrel,8,5
High Blood Pressure,Olmesartan,2,20
Birth Control,Ethinyl estradiol / norethindrone,4,2
Birth Control,Lo Loestrin Fe,5,3
Birth Control,Ethinyl estradiol / norethindrone,2,5
Birth Control,Reclipsen,9,3
High Blood Pressure,Losartan,7,76
Birth Control,Etonogestrel,1,5
Depression,Paroxetine,10,25
Birth Control,Ethinyl estradiol / levonorgestrel,5,1
Birth Control,Ortho Cyclen,9,9
Birth Control,Skyla,9,2
Birth Control,Desogestrel / ethinyl estradiol,10,10
Birth Control,NuvaRing,9,4
Birth Control,Ethinyl estradiol / norgestimate,6,1
Birth Control,Ethinyl estradiol / levonorgestrel,7,6
Birth Control,Etonogestrel,7,2
Birth Control,Ethinyl estradiol / levonorgestrel,2,8
Depression,Wellbutrin XL,10,85
Birth Control,Ethinyl estradiol / norgestimate,8,8
Birth Control,Ethinyl estradiol / levonorgestrel,2,2
Birth Control,Loestrin 24 Fe,7,0
Birth Control,Ethinyl estradiol / ethynodiol,4,7
Birth Control,Ethinyl estradiol / norethindrone,1,4
Birth Control,LoSeasonique,1,1
Depression,Budeprion SR,8,9
Birth Control,Lo Loestrin Fe,4,11
Birth Control,Ethinyl estradiol / levonorgestrel,6,0
Birth Control,NuvaRing,9,4
Depression,Desvenlafaxine,10,94
Birth Control,Safyral,7,6
Birth Control,Ethinyl estradiol / norethindrone,2,10
Depression,Bupropion,9,75
Birth Control,Nexplanon,4,1
"Diabetes, Type 2",Dulaglutide,3,10
Birth Control,Reclipsen,10,5
Depression,Vortioxetine,9,12
Birth Control,Nexplanon,1,2
Birth Control,Mirena,3,1
Depression,Wellbutrin XL,10,24
Depression,Tramadol,10,45
Depression,Lexapro,9,33
Birth Control,Mirena,6,1
Birth Control,Ethinyl estradiol / levonorgestrel,1,3
Birth Control,Etonogestrel,5,7
Birth Control,Natazia,4,10
Depression,Prozac,5,20
"Diabetes, Type 2",Canagliflozin,2,46
High Blood Pressure,Ramipril,10,65
Depression,Escitalopram,7,18
Birth Control,Gildess Fe 1.5 / 30,3,5
Birth Control,Lo Loestrin Fe,8,4
Birth Control,Minastrin 24 Fe,1,10
Birth Control,Copper,8,32
Birth Control,Implanon,4,0
Depression,Bupropion,9,117
Depression,Desvenlafaxine,3,14
Birth Control,Kyleena,7,5
Birth Control,Reclipsen,8,3
Birth Control,Ethinyl estradiol / levonorgestrel,10,5
Birth Control,Ethinyl estradiol / norethindrone,3,1
Birth Control,Skyla,10,1
Birth Control,Mirena,10,9
Depression,Fluoxetine,1,0
Birth Control,Levonorgestrel,9,0
Depression,Sertraline,8,19
Depression,Pristiq,10,78
Birth Control,Ethinyl estradiol / norgestimate,8,4
Birth Control,Lo Loestrin Fe,1,1
Birth Control,Levonorgestrel,8,2
Birth Control,Ethinyl estradiol / etonogestrel,4,0
Birth Control,Tri-Sprintec,8,6
Birth Control,Ortho Tri-Cyclen Lo,10,3
"Diabetes, Type 2",Actos,10,37
"Diabetes, Type 2",Invokana,10,123
High Blood Pressure,Atenolol,10,35
High Blood Pressure,Losartan,7,38
Depression,Escitalopram,4,49
Depression,L-methylfolate,7,85
Birth Control,Nexplanon,9,1
Birth Control,Nexplanon,8,1
Birth Control,Implanon,2,2
Birth Control,Ethinyl estradiol / norgestimate,3,5
High Blood Pressure,Metoprolol,6,101
Birth Control,Ethinyl estradiol / levonorgestrel,10,6
Birth Control,NuvaRing,5,2
Birth Control,Norethindrone,9,2
Depression,Venlafaxine,3,37
"Diabetes, Type 2",Trulicity,1,18
Birth Control,Ethinyl estradiol / etonogestrel,9,5
Birth Control,NuvaRing,4,21
Birth Control,Drospirenone / ethinyl estradiol,8,22
Birth Control,Nexplanon,8,1
Birth Control,Skyla,9,2
Depression,Paxil,1,4
Birth Control,Skyla,7,2
Depression,Sertraline,10,92
Depression,Sertraline,9,15
Birth Control,Ethinyl estradiol / norelgestromin,10,0
Depression,Vortioxetine,9,16
Birth Control,Tri-Sprintec,1,2
High Blood Pressure,Benicar HCT,4,2
Birth Control,Nexplanon,1,2
Birth Control,Ethinyl estradiol / norethindrone,9,15
Birth Control,Levonorgestrel,8,1
Depression,St. john's wort,10,36
Birth Control,NuvaRing,5,13
Birth Control,Drospirenone / ethinyl estradiol,10,26
Birth Control,Sprintec,9,3
Birth Control,NuvaRing,10,12
Birth Control,Nexplanon,10,3
Birth Control,Tarina Fe 1 / 20,8,5
Depression,Vilazodone,6,8
High Blood Pressure,Candesartan,8,39
Birth Control,Desogestrel / ethinyl estradiol,6,0
Birth Control,ParaGard,1,2
Birth Control,Nexplanon,3,11
High Blood Pressure,Lisinopril,9,88
Birth Control,Implanon,10,8
Birth Control,Nexplanon,10,5
Depression,Lamotrigine,10,89
Birth Control,Xulane,1,0
Birth Control,Etonogestrel,5,4
High Blood Pressure,Metoprolol,1,29
Birth Control,Implanon,10,2
Birth Control,NuvaRing,6,29
Birth Control,Ortho Micronor,1,8
Birth Control,NuvaRing,5,15
Birth Control,Implanon,5,1
Birth Control,Levonorgestrel,8,4
Birth Control,Yasmin,10,45
Depression,Cymbalta,2,30
Birth Control,Implanon,10,0
Birth Control,Skyla,10,1
"Diabetes, Type 2",Bydureon,10,5
Birth Control,Quasense,5,1
Depression,Fluoxetine,8,23
Birth Control,Drospirenone / ethinyl estradiol,1,5
Birth Control,Levonorgestrel,10,3
Birth Control,Nexplanon,10,5
Depression,Fluoxetine,8,28
Depression,Pristiq,10,48
Depression,Lamotrigine,10,24
Birth Control,Ethinyl estradiol / levonorgestrel,3,4
Birth Control,TriNessa,8,0
Birth Control,Gildess Fe 1 / 20,1,14
Birth Control,Implanon,1,0
Depression,Escitalopram,8,23
"Diabetes, Type 2",Insulin degludec,10,25
Depression,Zoloft,3,48
Birth Control,Ethinyl estradiol / norgestimate,7,3
Birth Control,Ortho Tri-Cyclen Lo,4,5
High Blood Pressure,Nebivolol,9,15
Birth Control,Ethinyl estradiol / levonorgestrel,1,8
Depression,Vortioxetine,8,27
Birth Control,Skyla,9,0
High Blood Pressure,Lopressor,7,76
Birth Control,Ethinyl estradiol / norelgestromin,7,5
Birth Control,Ethinyl estradiol / norgestimate,8,6
Depression,Quetiapine,9,24
Birth Control,Ortho Evra,10,4
Birth Control,Drospirenone / ethinyl estradiol,10,11
Birth Control,Ethinyl estradiol / norgestimate,1,5
Birth Control,Nexplanon,1,7
High Blood Pressure,Lisinopril,9,40
Birth Control,Implanon,8,24
"Diabetes, Type 2",Bydureon,8,36
Birth Control,Mononessa,7,9
Birth Control,Nexplanon,8,1
Birth Control,TriNessa,7,2
Birth Control,Ethinyl estradiol / ethynodiol,1,8
Birth Control,Aviane,9,6
Birth Control,Levonorgestrel,8,2
Birth Control,Ethinyl estradiol / etonogestrel,10,20
Birth Control,Etonogestrel,10,1
Depression,Zoloft,3,24
High Blood Pressure,Bystolic,8,56
Birth Control,Nexplanon,1,7
Birth Control,Ethinyl estradiol / levonorgestrel,8,19
Depression,Citalopram,9,17
Birth Control,Skyla,6,5
Birth Control,Ethinyl estradiol / norethindrone,3,4
High Blood Pressure,Losartan,8,43
Birth Control,Nexplanon,3,3
High Blood Pressure,Amlodipine,9,38
Depression,Sertraline,10,180
Birth Control,Ethinyl estradiol / norethindrone,5,9
High Blood Pressure,Cozaar,8,44
Birth Control,Microgestin Fe 1 / 20,3,4
Depression,Paroxetine,1,11
High Blood Pressure,Amlodipine,6,25
Birth Control,Ethinyl estradiol / levonorgestrel,10,6
Birth Control,Sprintec,7,1
Depression,Wellbutrin,7,20
Birth Control,Mirena,1,0
Birth Control,Ethinyl estradiol / levonorgestrel,8,10
Birth Control,Loestrin 24 Fe,2,6
Birth Control,Loestrin 24 Fe,9,18
Birth Control,Drospirenone / ethinyl estradiol,1,8
Birth Control,Levonorgestrel,5,1
"Diabetes, Type 2",Metformin,5,5
Birth Control,Levonorgestrel,10,9
Depression,Sertraline,9,207
Birth Control,Ethinyl estradiol / norethindrone,4,8
Birth Control,Etonogestrel,3,4
Depression,Fluoxetine,10,7
Birth Control,Sprintec,8,6
Birth Control,Nexplanon,10,4
Depression,Vilazodone,10,54
Depression,Escitalopram,8,6
Birth Control,Nexplanon,7,4
Depression,Methylphenidate,9,80
Birth Control,Etonogestrel,1,2
Birth Control,Implanon,9,14
Birth Control,Yaz,10,2
Birth Control,Ethinyl estradiol / norgestimate,10,10
Birth Control,Etonogestrel,9,14
Birth Control,Norethindrone,5,6
Depression,Effexor,1,12
Birth Control,CamreseLo,10,2
Birth Control,Seasonique,1,32
Birth Control,Depo-Provera,10,5
Depression,Duloxetine,7,25
Birth Control,Implanon,8,6
Depression,Vortioxetine,6,4
"Diabetes, Type 2",Actos,1,17
Birth Control,Etonogestrel,10,2
"Diabetes, Type 2",Trulicity,5,14
"Diabetes, Type 2",Invokana,9,27
"Diabetes, Type 2",Glucophage,8,55
Depression,Trintellix,9,49
Birth Control,Implanon,5,0
Birth Control,Loestrin 24 Fe,2,4
Birth Control,Nexplanon,8,3
Birth Control,Desogestrel / ethinyl estradiol,7,4
Birth Control,TriNessa,5,8
Birth Control,Ethinyl estradiol / norethindrone,9,3
Birth Control,Blisovi 24 Fe,1,0
Depression,Lexapro,8,58
Birth Control,Nexplanon,5,35
Birth Control,Zarah,10,14
Depression,Wellbutrin,10,54
Depression,Viibryd,10,28
Birth Control,Etonogestrel,7,4
Depression,Viibryd,1,133
Birth Control,Levonorgestrel,10,1
Birth Control,Ethinyl estradiol / norelgestromin,10,6
Birth Control,Ethinyl estradiol / levonorgestrel,2,5
High Blood Pressure,Amlodipine,1,70
Birth Control,Desogestrel / ethinyl estradiol,8,1
"Diabetes, Type 2",Bydureon,1,11
Birth Control,Skyla,6,1
High Blood Pressure,Valsartan,8,46
"Diabetes, Type 2",Xigduo XR,10,18
Birth Control,Liletta,10,3
High Blood Pressure,Telmisartan,1,62
Birth Control,Implanon,1,7
Birth Control,Mirena,2,4
Depression,Escitalopram,10,96
Birth Control,Etonogestrel,2,7
Birth Control,Ortho Tri-Cyclen Lo,8,5
High Blood Pressure,Amlodipine,1,96
Depression,Tramadol,9,98
Birth Control,Cryselle,10,16
Birth Control,Tri-Previfem,4,12
Birth Control,Implanon,9,0
Birth Control,Nexplanon,2,7
"Diabetes, Type 2",Januvia,10,42
Birth Control,Ethinyl estradiol / levonorgestrel,3,8
Birth Control,Loestrin 24 Fe,4,2
"Diabetes, Type 2",Dulaglutide,4,22
Birth Control,Etonogestrel,7,3
Birth Control,Cryselle,9,21
Birth Control,Nexplanon,3,3
Birth Control,Ethinyl estradiol / norelgestromin,4,1
"Diabetes, Type 2",Exenatide,7,13
Birth Control,Etonogestrel,2,3
Birth Control,Etonogestrel,10,0
"Diabetes, Type 2",Canagliflozin,9,13
Birth Control,Sprintec,1,64
Birth Control,Etonogestrel,4,5
Birth Control,Ethinyl estradiol / norethindrone,5,5
Birth Control,Ethinyl estradiol / norgestimate,9,35
Birth Control,Ethinyl estradiol / norelgestromin,5,7
Birth Control,Etonogestrel,4,3
Depression,Pristiq,3,41
Birth Control,Ethinyl estradiol / norethindrone,2,7
Birth Control,Nexplanon,8,6
Depression,Wellbutrin,1,12
High Blood Pressure,Norvasc,1,94
High Blood Pressure,Diovan,1,55
Birth Control,Ethinyl estradiol / norethindrone,10,10
Depression,Aripiprazole,8,107
Birth Control,Etonogestrel,10,5
Birth Control,Ethinyl estradiol / norgestimate,2,3
Depression,Mirtazapine,1,54
Birth Control,Etonogestrel,5,3
Birth Control,Skyla,9,8
"Diabetes, Type 2",Liraglutide,5,6
Depression,Lexapro,5,22
High Blood Pressure,Hydrochlorothiazide / irbesartan,8,0
Birth Control,Junel Fe 1.5 / 30,2,2
Birth Control,NuvaRing,5,4
Birth Control,ParaGard,5,2
Depression,Duloxetine,10,0
"Diabetes, Type 2",Bydureon,7,18
Birth Control,Ethinyl estradiol / norgestimate,1,19
Birth Control,Desogestrel / ethinyl estradiol,1,1
Birth Control,Implanon,6,11
Birth Control,Ethinyl estradiol / levonorgestrel,10,6
Birth Control,Etonogestrel,9,2
Depression,Paroxetine,10,68
Depression,Desvenlafaxine,10,78
Birth Control,Copper,10,8
High Blood Pressure,Propranolol,9,39
Birth Control,Nexplanon,3,5
Birth Control,Mirena,6,8
"Diabetes, Type 2",Tresiba,2,11
"Diabetes, Type 2",Victoza,9,28
Depression,Zoloft,9,36
Birth Control,Sprintec,6,2
Birth Control,Skyla,9,16
Birth Control,Liletta,7,1
High Blood Pressure,Lisinopril,7,29
High Blood Pressure,Lisinopril,10,18
Birth Control,Etonogestrel,1,1
Birth Control,Kyleena,10,2
Depression,Venlafaxine,4,12
Depression,Bupropion,8,12
Depression,Paroxetine,4,23
Birth Control,Ethinyl estradiol / norethindrone,6,6
Depression,Viibryd,1,61
Birth Control,Ethinyl estradiol / norethindrone,1,9
"Diabetes, Type 2",Humalog Mix 75 / 25,10,7
Birth Control,Loestrin 24 Fe,8,178
Birth Control,Ethinyl estradiol / norgestimate,10,7
Birth Control,Ethinyl estradiol / norelgestromin,8,29
Birth Control,Minastrin 24 Fe,6,18
Depression,Vilazodone,2,23
Birth Control,Aviane,6,3
Depression,Sertraline,7,7
"Diabetes, Type 2",Trulicity,1,0
"Diabetes, Type 2",Rosiglitazone,8,8
Birth Control,Sprintec,8,2
"Diabetes, Type 2",Metformin,8,13
Birth Control,Ethinyl estradiol / norgestimate,9,46
Birth Control,Mirena,9,4
Birth Control,Nexplanon,3,3
Birth Control,Orsythia,5,1
Depression,Desvenlafaxine,10,23
Birth Control,Aviane,9,118
Birth Control,Reclipsen,4,12
Birth Control,Nexplanon,9,6
